,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9
369,763588,176972,29102876,77390,28210996,8319728,816487,22693811,68653,17165888
370,763588,28210996,31626023,24885829,17165888,774012,421642,7692533,776407,176972
371,7846067,7844798,7692533,9677870,763588,3636,9673436,29279220,2805987,27247476
372,24819508,5,763588,11387515,17262290,13083239,20708761,315882,7846067,20256610
373,28450988,20696727,22926713,33158525,22082059,24633190,17165888,161099,20256596,33784360
374,3636,30119,206962,69139,176972,17063690,9673436,22917,160629,161099
375,7846067,68653,29279220,13083239,29152096,17165888,33376257,32333298,23590446,28210996
376,5,77390,3636,8337,763588,5983694,6347563,7846067,9661136,11387515
377,5,2998,3008,4948,7779,7784,11301,19543,23772,30118
378,13083239,763588,7846067,5,68653,816487,30119,161099,165068,7844798
379,763588,176972,4215733,165068,33016249,143981,68653,28210996,7893,37186
380,7846067,763588,29279220,19543,176972,7844798,13083239,68653,79545,9661136
381,17165888,28210996,16029151,31145060,32333298,24885829,161099,25377078,30205595,17071967
382,763588,7846067,29279220,176972,4215733,68653,219557,25058,23590446,7505716
383,28210996,29102876,24819508,453916,16029151,300946,161099,17165888,6562659,24885829
384,763588,113946,161099,816487,13083239,4215733,165068,7846067,8319728,20697464
385,113946,763588,2904330,5983694,7493149,7623958,9642662,9661136,10845916,11556479
386,763588,7846067,33376257,9677870,17165888,28210996,4215733,7692533,30340888,30205595
387,13083239,28210996,29102876,763588,17165888,7692533,18051269,47558,161099,4215733
388,763588,8319728,13083239,176972,30119,68653,7846067,9677870,816487,7893
389,763588,28210996,30205595,17165888,3636,33376257,17262290,30340888,25785760,7692533
390,17165888,30205595,30340888,31456756,34523572,20696727,13588082,31145060,13584764,17262290
391,4948,19543,474858,763588,6347563,7623958,7846067,11387515,12065943,13083239
392,763588,7846067,13083239,33376257,109059,858586,9673436,9677870,17262290,161099
393,7692533,20697464,816487,30340888,30205595,763588,18051269,11360892,31626023,8319728
394,30119,763588,19543,28210996,816487,4948,30118,17165888,4215733,161099
395,763588,816487,17165888,16029151,9673436,3579,161099,109059,176972,25377078
396,763588,7846067,13083239,25785760,31215005,33376257,682751,37186,109059,860745
397,19330,6562659,22926534,91244,110604,13547099,42486,421642,18051269,91253
398,33376257,763588,4215733,29102876,37186,17165888,23590446,11594337,29279220,28210996
399,17165888,763588,13083239,30340888,4215733,28210996,29279220,27206444,29102876,31145060
400,176972,25058,68653,176626,23590446,7846067,31258103,763588,23341903,816487
401,7692533,33376257,30205595,17165888,7844798,20697464,2805987,7846067,24885829,763588
402,28114578,24819508,13083239,763588,816487,30120,33158525,129771,23528363,176972
403,191113,6534132,18051269,109059,25377078,17262290,12065943,816487,31626023,763588
404,3579,763588,17165888,4215733,28210996,47558,935170,1422149,402009,176972
405,68653,161099,31145060,834493,33016249,4215733,17165888,25377078,33376257,7844798
406,763588,2904330,6347563,7846067,9661136,11387515,11556479,13083239,13624190,16101018
407,17165888,68653,30340888,13083239,161099,33413919,109059,1414607,17262290,31145060
408,3636,10365,9673436,816487,11387515,47281,176972,37186,13083239,157993
409,30119,6310,30118,2998,30120,83346,140225,3980,194870,19321
410,17165888,3579,176972,5,161099,28210996,3360369,31145060,763588,453916
411,9677870,763588,7846067,28210996,161099,18051269,16101018,16029151,30340888,2904330
412,32333298,29102876,28210996,31423547,18166930,18051269,24885829,22693815,8319728,30340888
413,763588,6347563,3579,776407,219557,29279220,69139,176972,31145060,4215733
414,763588,816487,17165888,161099,8319728,515904,31145060,13083239,4948,23772
415,33376257,32333298,34523572,17165888,68653,191113,30340888,4215733,8319728,7846067
416,763588,28210996,17165888,129771,31626023,9322920,20697464,109059,30340888,532069
417,763588,17165888,25058,176972,4215733,543495,7846067,28210996,816487,68653
418,460548,505304,763588,6347563,7846067,9642662,9661136,11556479,13083239,13546400
419,8319728,11387515,28637454,25817074,20821299,7846067,30340888,763588,34608694,22889878
420,5,2998,3008,3980,4948,7779,7784,10065,11301,19321
421,176972,763588,13083239,161099,7772,7846067,163716,165068,22917,10659536
422,17165888,33376257,7846067,763588,30205595,30340888,28210996,4215733,20697464,7692533
423,763588,30120,125507,6871646,3579,9677870,4215733,7784,191113,766955
424,5,3636,763588,6347563,7846067,9642662,9661136,11556479,13083239,16101018
425,5,763588,6347563,7846067,9661136,10845916,13083239,17846011,20821299,23310669
426,7784,10065,30118,42369,47281,77390,140225,310039,420180,460548
427,17165888,763588,28210996,29102876,4215733,68653,7846067,758707,30340888,31145060
428,7846067,763588,3579,11556479,11387515,816487,13083239,19543,191113,46677
429,113946,763588,7846067,13083239,13624190,24819508,27247476,33376257,3579,47558
430,11387515,25785698,18222556,29102876,13083239,37186,31423547,12098668,11360892,25332008
431,763588,68653,4215733,37186,13260645,386765,633023,769952,23590446,847018
432,7692533,17165888,9677870,27247476,29279220,763588,30205595,7844798,28210996,30340888
433,176972,7846067,515904,31145060,30340888,3360369,776407,13083239,9677870,7844798
434,140225,17165888,763588,165068,47558,30340888,11387515,84369,9673436,7893
435,763588,17165888,7846067,30340888,31626023,30205595,31145060,13083239,20697464,7747422
436,7846067,13083239,17165888,28637454,18051269,30340888,28114578,30205595,16029151,13586915
437,763588,17165888,176972,13083239,165068,28210996,7692533,758707,4215733,29279220
438,763588,453916,30340888,29102876,20697464,28210996,22693811,7893,17165888,20724592
439,763588,17165888,29102876,68653,24885829,28210996,4215733,30340888,31145060,17262290
440,7784,23772,42369,474858,3636,29313,685472,763588,5983694,6347563
441,30119,763588,20821299,19543,30120,30118,13083239,16101018,936503,28210996
442,17165888,763588,28210996,30340888,13083239,20696727,18051269,18667875,129771,47558
443,28210996,4215733,758707,17165888,16029151,7846067,17262290,31145060,3579,858590
444,3636,7846067,22693811,33376257,109059,7747422,9677870,6534132,17165888,13588082
445,763588,7846067,4215733,816487,28210996,13083239,161099,31626023,17165888,176972
446,17165888,28210996,763588,68653,421642,4215733,29102876,25785760,266904,161099
447,7784,763588,2904330,6347563,6376577,7493149,7623958,7846067,9642662,9661136
448,763588,3579,17165888,18051269,28210996,16029151,29102876,68653,7846067,758707
449,763588,7846067,9642662,11233988,13083239,21965198,23310669,24633190,24819508,25785760
450,13083239,763588,176972,816487,7846067,31145060,936503,23528363,7747422,31626023
451,17165888,758707,26800718,17262290,30340888,161099,165068,29152096,28259095,28362008
452,763588,7846067,13083239,29279220,176972,4215733,68653,17239036,29102876,17165888
453,33376257,113946,17165888,30205595,763588,7846067,32333298,176972,30340888,31145060
454,9677870,763588,33376257,17165888,32333298,7846067,17262290,30340888,33413919,28210996
455,5,176972,3636,23772,763588,6319,17165888,233093,47558,31145060
456,16029151,29102876,17165888,763588,7846067,758707,28210996,176972,8319728,3579
457,763588,23772,68653,176972,816487,4215733,23590446,6347563,29279220,1401164
458,191113,9677870,3579,763588,17165888,28210996,18051269,29102876,8319728,24819508
459,763588,29102876,3579,7893,28210996,17165888,13083239,25785760,47558,31743096
460,763588,17165888,30340888,28210996,18051269,7692533,29102876,82599,24819508,758707
461,763588,17165888,30340888,28210996,31145060,33376257,176972,25785760,453916,3008
462,763588,17165888,28210996,16029151,5,9677870,31626023,31145060,29102876,24885829
463,763588,7846067,161099,29102876,28210996,13083239,176972,22917,165068,11556479
464,7846067,473361,13083239,26586438,682920,68653,17262290,34523572,28637454,4215733
465,37186,4948,233093,6310,7784,3579,1013383,22917,766020,3008
466,5,28210996,763588,17165888,30340888,32333298,4215733,33016249,29102876,22889878
467,28210996,30340888,763588,31626023,17262290,17165888,16029151,31145060,4215733,32333298
468,2998,3980,7784,24178,30118,30119,38709,113946,236093,394772
469,763588,17165888,816487,30340888,8319728,11387515,31145060,6347563,25817074,4215733
470,30340888,7846067,28637454,17165888,763588,28210996,31626023,816487,24885829,32333298
471,763588,4215733,31145060,68653,28210996,29102876,17165888,33376257,16667794,6347563
472,763588,3579,47558,849287,14570,219557,69139,473361,83346,4215733
473,17165888,763588,29102876,33376257,30205595,30340888,31145060,11594337,24885829,8319728
474,4215733,17165888,763588,20697464,29102876,31145060,28637454,68653,30205595,28210996
475,17165888,33376257,32333298,4215733,31145060,816487,28210996,161099,31626023,763588
476,763588,28210996,18667875,3476560,18051269,16029151,30340888,20724592,816487,31456756
477,763588,17165888,30340888,30205595,29102876,24885829,28210996,13586915,33376257,4215733
478,763588,816487,32333298,24885829,7844798,31626023,161099,176972,28210996,17165888
479,113946,7846067,5,9677870,16029151,3579,3636,816487,191113,13083239
480,68653,13083239,176972,13546400,143981,763588,28210996,109059,18051269,165068
481,17165888,31145060,11192642,763588,13586915,28210996,30340888,161099,29102876,4215733
482,2998,3008,4948,7779,7784,10065,11301,19321,30118,42369
483,763588,17165888,30340888,13083239,20697464,28210996,16029151,11556479,17262290,31626023
484,3579,5,10365,763588,47281,816487,77390,37186,77391,8319728
485,763588,7846067,29102876,165068,4215733,176972,8319728,31145060,17165888,31626023
486,763588,13083239,161099,28210996,17165888,20708773,8319728,7846067,28814845,29102876
487,763588,30205595,17165888,13083239,7846067,17071967,816487,18667875,23528363,300961
488,5,7846067,31145060,30340888,17165888,19543,763588,8319728,27414384,13083239
489,7846067,17165888,28210996,763588,453916,34608694,29102876,8319728,24885829,32333298
490,32333298,27247476,33158525,29102876,11594337,13624190,13591670,21416421,7692533,28210996
491,7846067,13083239,33376257,109059,17262290,17165888,28637454,13588082,28210996,31145060
492,7846067,17165888,763588,30340888,30119,16650266,27206444,33376257,24885829,7692533
493,29102876,28210996,17165888,161099,34523572,4215733,68653,763588,11737022,33016249
494,763588,28210996,68653,13083239,29102876,37186,34002075,31626023,11192642,17262290
495,763588,4215733,28210996,29102876,816487,17165888,23528363,233093,24819508,13083239
496,233093,140225,19336,23772,236093,163716,370493,638986,84981,34268
497,84369,763588,7893,176972,7505716,849287,8337,935170,1422149,543505
498,763588,816487,22917,125507,7846067,3579,29102876,161099,7779,19321
499,113946,30119,7846067,23772,9677870,125507,816487,11387515,763588,16101018
500,5,3008,77390,98573,505304,767680,8337,763588,2904330,6347563
501,5,763588,7846067,13083239,17262290,22917,24819508,29102876,3579,816487
502,7846067,30340888,17165888,28210996,27247476,7844798,25689022,31626023,763588,20697464
503,763588,11556479,33376257,9677870,17165888,191113,8319728,28210996,4215733,22889878
504,29291,775597,133526,911579,9673436,69139,3579,816487,763588,98573
505,28210996,24819508,763588,29102876,17165888,8319728,68653,24885829,758707,7846067
506,763588,7846067,33376257,161099,17165888,28210996,31626023,30340888,11594337,31145060
507,24885829,68653,4215733,6434058,300961,28637454,33016249,25785760,774012,29102876
508,763588,7846067,33376257,3579,42486,109059,9677870,17165888,776407,8319728
509,33158525,30205595,33376257,3636,7692533,30340888,20256596,7846067,16029151,24561496
510,3980,763588,3579,911579,97860,13083239,29102876,69139,5,47558
511,5,763588,7846067,13083239,24819508,25785760,27247476,33376257,47558,109059
512,30205595,30340888,16029151,129771,13586915,31702735,23167689,34137106,20708761,25745002
513,17082833,7846067,17165888,32333298,30340888,18051269,8999818,7844798,13624190,4215733
514,763588,9677870,17165888,176972,31145060,31626023,8319728,231826,816487,7846067
515,763588,24178,776407,176972,13083239,3636,9673436,19543,816487,8319728
516,763588,161099,3579,22917,515904,11556479,5,8319728,816487,13083239
517,69139,3579,38709,91253,47558,125507,763588,3562,911579,1325218
518,17165888,30340888,17071967,763588,28210996,20697464,4215733,29279220,8319728,7692533
519,24819508,16029151,33158525,27414384,11387515,31145060,31702735,24885829,34137106,763588
520,763588,7846067,13083239,24819508,17165888,29279220,28210996,16029151,31145060,4215733
521,763588,29102876,17165888,18051269,28114578,758707,68653,30340888,8319728,30205595
522,30205595,17165888,28210996,33376257,30340888,18051269,23310669,24885829,7692533,2805987
523,7846067,17846011,763588,30340888,15944573,9677870,17082833,165068,8999818,11387515
524,763588,17165888,29102876,28210996,30340888,27414408,31626023,13591670,17262290,31145060
525,685472,763588,5983694,7846067,15798648,20821299,25489033,25785760,33376257,3579
526,28210996,4215733,17165888,29102876,33376257,68653,758707,18051269,16029151,25738883
527,763588,13083239,69139,5,42486,176972,17165888,2998,30119,7846067
528,5,4948,23772,113946,310039,728468,763588,6347563,7224717,9642662
529,17165888,763588,28210996,30340888,20697464,30205595,176972,7692533,109059,515904
530,763588,7846067,17165888,28210996,31145060,30340888,29102876,13586915,4215733,31626023
531,28210996,763588,31145060,816487,7846067,32333298,4215733,31626023,33376257,191113
532,17165888,28210996,30340888,24885829,7846067,29102876,23310669,13586915,33376257,20696727
533,10065,77390,29313,685472,763588,2904330,5983694,6347563,7846067,9661136
534,161099,31145060,763588,109059,3579,7846067,8319728,176972,18465502,27135124
535,763588,6347563,17061551,17165888,18051269,29279220,7893,17071967,18570357,28210996
536,17165888,8319728,13083239,28210996,763588,7893,161099,816487,9677870,30340888
537,163657,4538,18051269,24885829,17165888,25377078,23395646,30340888,16029151,18667875
538,7846067,763588,31626023,20697464,30205595,9677870,30340888,13083239,17262290,17165888
539,17165888,763588,30340888,453916,31626023,25377078,24885829,816487,3579,18667875
540,113946,763588,7846067,13083239,27247476,3579,47558,9673436,9677870,23528363
541,4215733,763588,19348456,68653,34523572,29102876,33016249,17071967,20256564,7692533
542,11233988,7846067,9322920,17165888,28210996,30340888,20697464,27247476,763588,22750286
543,7846067,9677870,763588,8319728,13083239,16101018,7692533,28210996,27247476,3980
544,763588,31145060,3579,5,30119,29102876,10365,3008,17165888,816487
545,30340888,17165888,4215733,33376257,763588,28210996,30375421,7692533,30205595,31145060
546,7692533,30340888,29102876,29279220,758707,7846067,34002075,68653,17071967,300946
547,6871646,7846067,17262290,7844798,763588,24885829,9677870,18051269,34137106,4215733
548,763588,7893,17165888,18051269,17846011,68653,1414607,30340888,176972,17071967
549,763588,7846067,24819508,17165888,3579,13083239,30119,55776,219557,8319728
550,30340888,17165888,7692533,30652384,27247476,18295821,16650266,33158525,7846067,9322920
551,17165888,78418,28210996,172327,763588,5,30340888,29102876,8319728,78411
552,68653,32333298,300961,4215733,29102876,28210996,25377078,24885829,31145060,29101499
